timestamp,price,volume
2023-01-01 00:00:00,99.53593264275904,1433
2023-01-01 00:05:00,99.99124768727091,2408
2023-01-01 00:10:00,99.02474551349857,4629
2023-01-01 00:15:00,99.07171640157534,7185
2023-01-01 00:20:00,99.56828365849132,8240
2023-01-01 00:25:00,99.27580565515836,4146
2023-01-01 00:30:00,99.95516091157694,2791
2023-01-01 00:35:00,99.56619076990575,5064
2023-01-01 00:40:00,99.8402257967154,4454
2023-01-01 00:45:00,98.44927476500789,6196
2023-01-01 00:50:00,97.90359540042765,9657
2023-01-01 00:55:00,98.51838528426474,3572
2023-01-01 01:00:00,98.39592623944297,1738
2023-01-01 01:05:00,98.91552520536938,3575
2023-01-01 01:10:00,98.8232387983183,1200
2023-01-01 01:15:00,98.37204995606497,2223
2023-01-01 01:20:00,98.60528834765381,8906
2023-01-01 01:25:00,98.38587975493947,3660
2023-01-01 01:30:00,97.87495986772241,2110
2023-01-01 01:35:00,97.64245335114556,9501
2023-01-01 01:40:00,97.65104699997508,2680
2023-01-01 01:45:00,97.40647197773289,8990
2023-01-01 01:50:00,97.67626783088124,2565
2023-01-01 01:55:00,98.53698818713369,9450
2023-01-01 02:00:00,99.05721667137264,4689
2023-01-01 02:05:00,98.70737663934479,2591
2023-01-01 02:10:00,99.19029940198328,2898
2023-01-01 02:15:00,99.65841131981638,1204
2023-01-01 02:20:00,100.40905634701174,1271
2023-01-01 02:25:00,100.5468409510343,3016
2023-01-01 02:30:00,100.42546608944939,5004
2023-01-01 02:35:00,100.1698035639517,9691
2023-01-01 02:40:00,100.07043801928252,2157
2023-01-01 02:45:00,99.5170154599823,6036
2023-01-01 02:50:00,99.56518913394524,9120
2023-01-01 02:55:00,99.2671772688824,9959
2023-01-01 03:00:00,99.87884747520395,3495
2023-01-01 03:05:00,99.65239476926638,5291
2023-01-01 03:10:00,99.55394251546045,2664
2023-01-01 03:15:00,98.93223014022104,7563
2023-01-01 03:20:00,99.01308045802789,3335
2023-01-01 03:25:00,98.99776286169327,7315
2023-01-01 03:30:00,98.68290897893532,9482
2023-01-01 03:35:00,97.93777206109941,9554
2023-01-01 03:40:00,97.05660604885722,5566
2023-01-01 03:45:00,96.25630000336484,5984
2023-01-01 03:50:00,96.82260188673594,9343
2023-01-01 03:55:00,96.21366957822865,2003
2023-01-01 04:00:00,96.2479691459509,6588
2023-01-01 04:05:00,97.23503748908068,7792
2023-01-01 04:10:00,97.50708787965299,9995
2023-01-01 04:15:00,97.92170191127252,2650
2023-01-01 04:20:00,98.06429861223859,6354
2023-01-01 04:25:00,98.1277716391315,5163
2023-01-01 04:30:00,98.40664329467297,7413
2023-01-01 04:35:00,98.95989338427094,4127
2023-01-01 04:40:00,98.5833466060416,3469
2023-01-01 04:45:00,98.67443350690378,5419
