timestamp,price,volume
2023-01-01 00:00:00,99.64798962844979,1151
2023-01-01 00:01:00,99.24819008415696,3939
2023-01-01 00:02:00,99.91357145185715,8068
2023-01-01 00:03:00,99.93554284088454,4899
2023-01-01 00:04:00,99.59644470727204,6064
2023-01-01 00:05:00,99.57228917569127,5146
2023-01-01 00:06:00,99.86031629101647,1515
2023-01-01 00:07:00,100.40062882694122,7421
2023-01-01 00:08:00,100.52025356490518,2587
2023-01-01 00:09:00,100.19070279174053,8680
2023-01-01 00:10:00,100.14218334731038,3491
2023-01-01 00:11:00,100.03072728265666,1456
2023-01-01 00:12:00,99.54530674965598,3210
2023-01-01 00:13:00,99.38200253498418,1087
2023-01-01 00:14:00,99.60310879677736,9631
2023-01-01 00:15:00,100.2323266261108,6037
2023-01-01 00:16:00,100.36483219674672,3792
2023-01-01 00:17:00,100.596647587412,4442
2023-01-01 00:18:00,101.05060951827058,5362
2023-01-01 00:19:00,101.41252959734095,9845
2023-01-01 00:20:00,101.22099548131987,5081
2023-01-01 00:21:00,102.16275551593921,7657
2023-01-01 00:22:00,101.86425215473881,6362
2023-01-01 00:23:00,101.41234005273785,5026
2023-01-01 00:24:00,101.18557132683462,1907
2023-01-01 00:25:00,100.67198509594944,2491
2023-01-01 00:26:00,101.12251351418763,8459
2023-01-01 00:27:00,100.73232429611764,5682
2023-01-01 00:28:00,101.10806986188521,6628
2023-01-01 00:29:00,100.38206282451831,2539
2023-01-01 00:30:00,100.8225216757534,6911
2023-01-01 00:31:00,100.65867000129556,2167
2023-01-01 00:32:00,100.89835222337388,2087
2023-01-01 00:33:00,101.45501858580545,7887
2023-01-01 00:34:00,101.8663735614821,6137
2023-01-01 00:35:00,101.95832617585879,6596
2023-01-01 00:36:00,102.61257791044224,7205
2023-01-01 00:37:00,102.59486423866174,9162
2023-01-01 00:38:00,102.89385937206498,8390
2023-01-01 00:39:00,102.89534053780555,4677
2023-01-01 00:40:00,103.68872967592658,7965
2023-01-01 00:41:00,103.41655914941785,8619
2023-01-01 00:42:00,103.06611701161543,8345
2023-01-01 00:43:00,103.84529842499157,1823
2023-01-01 00:44:00,103.82306568224764,5359
2023-01-01 00:45:00,104.28939018851472,8307
2023-01-01 00:46:00,103.42295364321836,7300
2023-01-01 00:47:00,102.79503490462524,4377
2023-01-01 00:48:00,103.45149654688646,9618
2023-01-01 00:49:00,103.91845506501751,8013
2023-01-01 00:50:00,103.5747021216134,8332
2023-01-01 00:51:00,103.77892195452793,7397
2023-01-01 00:52:00,103.0212247132017,9184
2023-01-01 00:53:00,101.98761101306918,3849
2023-01-01 00:54:00,102.5075906728487,1396
2023-01-01 00:55:00,101.6751497165037,1124
2023-01-01 00:56:00,101.85402012293048,9066
2023-01-01 00:57:00,101.18355268661551,7950
2023-01-01 00:58:00,101.07566032281596,9861
2023-01-01 00:59:00,101.04979664448872,2334
2023-01-01 01:00:00,100.78632463177094,5432
2023-01-01 01:01:00,100.73763602599578,9824
2023-01-01 01:02:00,101.43546476087607,6613
2023-01-01 01:03:00,101.21148769970046,2480
2023-01-01 01:04:00,101.21501866423222,8403
2023-01-01 01:05:00,101.05023810761732,4183
2023-01-01 01:06:00,100.76990775571076,2291
2023-01-01 01:07:00,101.45689880063188,2884
2023-01-01 01:08:00,101.31990923365724,9491
2023-01-01 01:09:00,101.40115061088343,4699
2023-01-01 01:10:00,100.72535083552177,3449
2023-01-01 01:11:00,101.4014994671299,1189
2023-01-01 01:12:00,101.36189284205254,1148
2023-01-01 01:13:00,101.21373963419902,5215
2023-01-01 01:14:00,100.85297458941955,2667
2023-01-01 01:15:00,100.40126894409217,6699
2023-01-01 01:16:00,99.83577250623145,4324
2023-01-01 01:17:00,100.00996114925958,4652
2023-01-01 01:18:00,100.35864366631714,8542
2023-01-01 01:19:00,100.35933089160456,3512
2023-01-01 01:20:00,100.19119591661568,1638
2023-01-01 01:21:00,100.40773719972654,3578
2023-01-01 01:22:00,99.97078848186649,8773
2023-01-01 01:23:00,101.1335239787404,4762
2023-01-01 01:24:00,101.1413213212035,9521
2023-01-01 01:25:00,101.17019112932925,3339
2023-01-01 01:26:00,101.1203901314983,7985
2023-01-01 01:27:00,101.38130505766493,1720
2023-01-01 01:28:00,101.20855562178285,8618
2023-01-01 01:29:00,101.39943551890963,6659
